"R0000100","R0532200","R0536300","R0536402","R0552200","R0690800","R0691200","R1482600","S1249300","T1067500","T3162503","T9110400","U3572700","U4370902","U4370904","U4370905","Z9073400","Z9149100"
7505,1,1,1983,1,-4,0,2,0,0,3,0,3,0,0,0,-4,1
7506,1,1,1980,13,-4,-4,2,0,0,2,0,-5,-5,-5,-5,-4,1
7507,1,1,1982,13,-4,-4,2,0,0,6,0,5,0,0,0,-4,0
7508,0,2,1984,1,0,-4,2,0,0,4,0,-5,-5,-5,-5,-4,0
7509,1,2,1983,1,1,-4,2,0,0,6,0,3,1,0,1,1,3
7510,0,1,1983,1,-4,0,2,0,0,1,1,3,0,0,0,-4,1
7511,0,2,1982,4,-4,-4,2,0,0,2,0,3,3,3,2,1,1
7512,0,2,1982,1,-4,-4,2,0,0,5,0,4,0,1,0,-4,1
7513,0,2,1982,2,-4,-4,2,0,0,3,0,1,0,0,0,-4,1
7514,1,2,1982,12,1,-4,2,0,0,3,0,3,0,1,0,-4,0
7515,1,1,1983,12,-4,0,2,0,0,2,-5,-5,-5,-5,-5,-4,0
7516,1,1,1981,-4,-4,-4,2,0,0,2,0,5,0,1,0,-4,1
7517,1,2,1984,-4,-4,-4,2,0,0,4,0,5,0,1,0,-4,1
7518,0,1,1981,1,-4,2,2,0,0,5,0,3,1,1,1,-4,0
7519,0,2,1981,1,-4,-4,2,0,0,4,0,-5,-5,-5,-5,-4,0
7520,0,2,1982,1,-4,-4,2,0,0,6,0,-5,-5,-5,-5,-4,0
7521,0,2,1983,1,0,-4,2,0,0,2,0,5,0,0,0,-4,0
7522,1,1,1983,1,-4,0,2,0,0,2,0,4,0,0,0,-4,0
7523,0,1,1981,1,-4,-4,2,0,0,6,0,4,0,1,0,-4,1
7524,0,1,1982,1,-4,-4,2,0,-2,5,-5,-5,-5,-5,-5,-4,0
7525,0,2,1980,1,1,-4,2,0,0,-2,0,1,1,1,0,-4,0
7526,0,1,1982,1,-4,1,2,0,0,3,0,1,0,0,0,-4,0
7527,0,2,1984,1,1,-4,2,0,0,7,0,1,0,0,0,-4,0
7528,1,2,1980,-4,-4,-4,2,-5,0,1,0,3,0,0,0,-4,1
7529,1,1,1982,-4,-4,-4,2,-5,1,2,0,3,0,2,2,1,1
7530,1,2,1981,1,-4,-4,2,0,0,5,0,3,3,3,3,1,1
7531,1,2,1981,1,-4,-4,2,0,0,5,0,3,0,1,0,1,3
7532,1,1,1983,1,-4,0,2,0,0,4,0,1,0,0,0,1,3
7533,1,2,1981,1,-4,-4,2,0,0,4,0,3,0,0,0,-4,1
7534,1,2,1982,1,-4,-4,2,0,0,4,-5,5,0,1,1,-4,1
7535,0,2,1980,11,-4,-4,2,0,0,3,0,3,3,2,2,-4,1
7536,0,2,1981,5,-4,-4,2,0,0,1,0,3,1,0,0,-4,0
7537,0,1,1983,1,-4,1,2,-5,0,6,0,3,0,1,0,2,1
7538,0,1,1982,2,-4,-4,2,0,-5,-5,-5,-5,-5,-5,-5,-4,0
7539,0,2,1982,2,-4,-4,2,0,0,2,0,2,0,0,0,-4,1
7540,0,1,1983,12,-4,1,2,0,-5,6,0,-5,-5,-5,-5,-4,1
7541,0,2,1984,1,1,-4,2,-5,0,7,0,3,0,0,0,-4,1
7542,0,1,1982,1,-4,-4,2,0,-5,-5,-5,-5,-5,-5,-5,-4,0
7543,0,2,1982,1,-4,-4,2,0,-5,2,-2,5,0,0,0,-4,0
7544,1,1,1984,1,-4,0,2,0,0,2,0,3,0,0,0,1,1
7545,0,2,1982,1,-4,-4,2,0,0,3,0,1,0,0,0,-4,1
7546,1,2,1983,1,0,-4,2,0,0,5,1,-5,-5,-5,-5,1,3
7547,1,1,1984,1,-4,0,2,0,0,1,0,3,0,1,0,-4,-3
7548,0,1,1981,2,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
7549,0,1,1981,1,-4,-4,2,0,0,2,0,3,0,0,0,-4,0
7550,1,1,1981,1,-4,-4,2,1,0,5,0,3,0,0,1,-4,0
7551,0,2,1983,1,0,-4,2,0,0,5,-5,2,0,0,0,-4,0
7552,1,1,1980,3,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
7553,1,1,1982,3,-4,-4,1,0,-5,2,-5,-5,-5,-5,-5,-4,0
7554,1,1,1981,1,-4,-4,2,0,0,1,0,4,0,0,0,-4,1
7555,1,2,1983,-4,-4,-4,2,0,0,3,0,-5,-5,-5,-5,-4,0
7556,1,2,1983,1,2,-4,2,1,1,-5,-5,-5,-5,-5,-5,-4,4
7557,0,2,1983,1,1,-4,2,0,-5,3,0,3,0,3,0,-4,0
7558,1,1,1981,1,-4,-4,2,0,0,5,0,4,1,1,1,-4,0
7559,1,2,1984,1,0,-4,2,0,0,4,0,4,0,2,0,-4,0
7560,0,1,1980,1,-4,-4,2,0,0,5,0,3,0,0,0,-4,-3
7561,1,1,1980,1,-4,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
7562,1,1,1982,1,-4,-4,2,0,0,-5,0,-5,-5,-5,-5,-4,0
7563,1,2,1982,1,-4,-4,2,0,0,4,0,5,0,0,1,-4,1
7564,0,1,1981,1,-4,-4,2,0,0,3,1,-5,-5,-5,-5,-4,0
7565,0,1,1984,1,-4,0,2,0,0,4,1,5,0,0,0,-4,1
7566,1,1,1980,1,-4,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
7567,1,1,1982,1,-4,-4,2,0,-5,-5,-5,-5,-5,-5,-5,-4,0
7568,1,1,1984,1,-4,0,2,0,0,5,1,2,0,2,0,-4,0
7569,1,1,1982,27,-4,-4,1,0,0,3,0,3,0,0,0,-4,1
7570,0,1,1981,1,-4,-4,2,0,0,1,-5,6,0,0,0,-4,0
7571,1,2,1983,1,1,-4,2,-5,0,6,0,3,0,2,0,-4,1
7572,1,1,1982,1,-4,-4,2,0,0,1,-5,-5,-5,-5,-5,-4,0
7573,1,1,1984,1,-4,0,2,0,0,1,-5,-5,-5,-5,-5,-4,0
7574,1,2,1982,1,-4,-4,2,0,0,1,0,4,0,0,0,1,1
7575,0,2,1984,13,1,-4,2,0,0,7,-5,-5,-5,-5,-5,-4,0
7576,1,2,1981,1,-4,-4,2,0,0,2,0,6,1,0,1,-4,1
7577,1,2,1983,1,0,-4,2,0,0,2,0,5,0,2,0,1,3
7578,1,1,1980,1,-4,-4,2,0,-5,-5,-5,3,0,0,0,-4,0
7579,1,2,1982,1,-4,-4,2,0,0,4,0,3,0,1,1,-4,0
7580,1,2,1980,1,-4,-4,2,0,0,3,-5,-5,-5,-5,-5,-4,1
7581,1,1,1983,1,-4,0,2,0,0,6,0,3,0,1,1,-4,0
7582,0,2,1980,1,-4,-4,2,0,-5,-5,0,5,-1,-1,-1,1,3
7583,0,1,1984,1,-4,0,2,0,0,5,1,3,0,1,0,1,3
7584,1,2,1983,1,0,-4,2,0,0,3,0,5,0,2,0,-4,1
7585,0,1,1980,1,-4,-4,2,0,0,4,0,3,0,2,0,-4,0
7586,0,2,1982,1,-4,-4,2,0,0,1,0,3,3,-2,3,-4,0
7587,1,2,1983,1,0,-4,2,0,-5,-5,-5,-5,-5,-5,-5,-4,0
7588,1,2,1980,1,-4,-4,2,0,-5,-5,-5,-5,-5,-5,-5,-4,0
7589,1,1,1984,1,-4,2,2,0,-5,-5,-5,-5,-5,-5,-5,-4,2
7590,1,2,1981,13,-4,-4,2,0,1,4,0,4,0,0,0,-4,0
7591,1,2,1982,-4,-4,-4,2,1,1,2,0,-5,-5,-5,-5,-4,1
7592,1,2,1984,-4,-4,-4,2,1,1,1,0,5,0,0,0,-4,1
7593,0,2,1983,27,0,-4,2,0,0,2,0,4,0,3,0,1,1
7594,1,1,1980,1,-4,-4,2,0,0,3,0,6,1,1,2,-4,0
7595,1,1,1982,1,-4,-4,2,0,0,6,0,5,1,3,2,-4,0
7596,1,1,1980,1,-4,-4,2,0,0,7,0,-5,-5,-5,-5,-4,1
7597,1,1,1981,1,-4,-4,2,0,0,3,0,3,0,0,0,-4,0
7598,1,2,1983,1,1,-4,2,0,0,5,1,3,0,0,0,-4,1
7599,1,1,1984,1,0,-4,2,0,0,4,1,3,0,0,0,-4,1
7600,0,1,1984,1,-4,1,2,0,0,-5,-5,2,0,0,0,1,3
7601,0,2,1984,-4,-4,-4,2,0,0,5,0,5,1,0,1,-4,0
7602,0,1,1982,1,-4,-4,2,-5,0,-5,0,-5,-5,-5,-5,1,3
7603,1,2,1980,3,-4,-4,2,0,0,4,0,5,0,1,0,-4,0
7604,1,1,1981,-4,-4,-4,2,0,0,1,0,1,0,2,0,-4,0
7605,1,2,1982,-4,-4,-4,2,0,0,1,0,2,0,3,0,1,1
7606,0,2,1981,13,-4,-4,2,0,-5,-5,0,-5,-5,-5,-5,1,2
7607,1,1,1982,1,-4,-4,2,0,0,4,0,-5,-5,-5,-5,-4,1
7608,0,2,1981,1,-4,-4,2,0,0,-5,0,3,2,1,2,-4,1
7609,1,2,1984,13,1,-4,2,0,0,2,0,3,1,0,1,2,1
7610,0,2,1983,4,1,-4,2,0,0,4,0,-5,-5,-5,-5,-4,1
7611,0,2,1980,1,-4,-4,2,0,-5,3,0,2,0,1,0,-4,-3
7612,0,2,1981,-4,-4,-4,2,0,0,6,0,2,0,0,0,-4,0
7613,0,2,1980,1,-4,-4,1,-5,-5,-5,-5,4,0,0,0,-4,0
7614,0,2,1980,2,-4,-4,1,0,-5,-5,-5,-5,-5,-5,-5,-4,0
7615,0,1,1982,1,-4,-4,1,0,0,-5,-5,3,0,0,0,-4,0
7616,0,2,1980,2,0,-4,1,0,-5,-5,-5,-5,-5,-5,-5,-4,0
7617,0,2,1980,6,-4,-4,2,-5,-5,-5,-5,1,0,1,0,-4,0
7618,0,2,1980,2,-4,-4,1,0,0,2,0,2,0,0,0,-4,0
7619,0,2,1982,2,-4,-4,1,0,0,6,0,3,0,0,0,-4,0
7620,1,1,1983,-4,-4,-4,1,-5,-5,5,0,-5,-5,-5,-5,-4,0
7621,1,1,1981,1,-4,-4,2,-5,0,1,0,5,0,1,0,-4,0
7622,1,2,1983,6,0,-4,1,0,-5,-5,-5,-5,-5,-5,-5,-4,0
7623,0,2,1981,3,-4,-4,1,0,0,3,0,8,0,3,0,-4,1
7624,0,1,1983,3,-4,0,1,0,0,3,-5,3,1,1,3,1,3
7625,0,2,1984,2,1,-4,1,0,0,3,-5,3,0,0,0,-4,0
7626,1,2,1980,2,-4,-4,1,0,-5,6,-5,-5,-5,-5,-5,-4,0
7627,1,1,1982,2,-4,-4,1,0,0,5,-5,2,0,1,0,-4,1
7628,1,2,1984,2,0,-4,1,0,0,2,0,6,0,0,0,-4,0
7629,0,1,1981,2,-4,-4,1,0,1,1,0,1,0,0,0,-4,0
7630,0,1,1981,2,-4,-4,1,0,0,1,0,2,0,0,0,-4,1
7631,0,1,1984,5,-4,0,1,0,0,5,0,4,1,3,1,-4,0
7632,0,2,1982,-4,-4,-4,1,0,0,4,0,1,1,1,1,-4,0
7633,0,2,1984,2,1,-4,1,0,0,6,0,-5,-5,-5,-5,1,3
7634,0,2,1980,-4,-4,-4,2,0,0,6,0,4,0,0,0,1,3
7635,0,2,1981,2,-4,-4,1,0,0,4,0,-5,-5,-5,-5,-4,0
7636,0,2,1983,2,0,-4,1,0,0,4,0,5,0,0,0,-4,0
7637,0,2,1984,2,0,-4,1,0,0,5,-5,4,0,0,0,-4,0
7638,0,1,1980,2,-4,-4,1,0,-5,-5,-5,-5,-5,-5,-5,-4,0
7639,0,2,1981,2,-4,-4,1,0,0,4,0,5,0,1,1,-4,0
7640,0,1,1982,2,-4,-4,1,0,-5,1,-5,1,0,0,0,-4,0
7641,1,1,1980,10,-4,-4,1,0,0,1,0,5,0,1,0,-4,1
7642,1,1,1981,2,-4,-4,1,-5,-5,4,0,4,2,0,0,-4,0
7643,0,1,1984,2,-4,1,1,1,0,6,0,3,0,3,0,-4,0
7644,0,2,1982,26,-4,-4,1,-5,0,5,1,3,1,3,1,-4,0
7645,1,1,1983,3,-4,0,1,0,0,5,0,3,0,0,0,-4,0
7646,1,2,1983,2,0,-4,1,0,0,3,1,4,3,1,0,-4,0
7647,0,2,1982,1,-4,-4,1,0,0,3,0,3,0,1,0,-4,0
7648,0,1,1984,2,-4,0,1,0,0,6,0,3,1,3,1,-4,0
7649,1,1,1981,1,-4,-4,1,0,0,3,-5,3,0,0,0,-4,0
7650,1,2,1982,1,-4,-4,1,0,0,6,0,6,0,0,0,-4,1
7651,1,1,1982,2,-4,-4,1,1,0,2,-5,3,0,1,1,-4,0
7652,0,2,1980,4,-4,-4,2,0,0,2,0,2,1,0,1,-4,1
7653,0,2,1981,2,-4,-4,1,0,0,5,0,-5,-5,-5,-5,-4,0
7654,0,2,1982,-4,-4,-4,1,0,1,4,0,4,2,3,3,1,3
7655,0,2,1984,2,0,-4,1,0,0,4,0,3,1,0,0,-4,0
7656,1,1,1981,2,-4,-4,1,0,0,6,0,3,0,0,0,2,1
7657,1,2,1983,2,1,-4,1,0,0,1,0,4,1,2,2,-4,0
7658,0,1,1982,2,-4,-4,1,0,0,3,0,3,0,3,1,-4,1
7659,0,2,1980,2,-4,-4,1,0,0,6,0,3,1,1,1,-4,2
7660,1,1,1981,10,-4,-4,1,0,0,4,0,3,0,2,0,-4,1
7661,1,1,1984,10,-4,0,1,0,0,1,0,3,0,1,0,-4,0
7662,1,2,1984,10,0,-4,1,0,0,5,0,3,0,0,0,-4,1
7663,0,1,1981,2,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,1
7664,0,1,1983,2,-4,1,1,0,-5,-5,-5,-5,-5,-5,-5,-4,0
7665,1,2,1982,1,-4,-4,2,0,0,3,0,4,0,1,0,-4,1
7666,1,2,1982,11,-4,-4,1,0,0,3,0,4,0,0,0,1,1
7667,1,1,1981,2,-4,-4,1,0,0,4,-5,3,0,0,0,-4,1
7668,0,2,1984,11,0,-4,1,0,0,2,0,3,0,0,0,-4,0
7669,1,1,1981,-4,-4,-4,1,0,-5,-5,-5,-5,-5,-5,-5,-4,0
7670,1,1,1984,-4,-4,-4,1,0,0,5,0,3,0,0,0,-4,0
7671,0,2,1983,2,0,-4,1,0,0,2,1,3,0,0,0,-4,1
7672,0,1,1984,2,-4,0,1,1,-5,-5,0,3,0,3,3,-4,0
7673,0,1,1984,2,-4,1,1,0,0,-5,0,-5,-5,-5,-5,-4,0
7674,0,1,1984,1,-4,0,2,0,0,2,0,-5,-5,-5,-5,-4,2
7675,0,1,1981,1,-4,-4,2,0,0,2,0,2,0,0,0,-4,0
7676,0,1,1983,1,-4,1,2,0,0,5,0,3,0,3,0,-4,0
7677,0,1,1983,1,-4,-4,2,0,0,5,0,3,0,3,0,-4,1
7678,0,1,1980,3,-4,-4,1,0,0,-5,0,3,3,3,3,-4,0
7680,0,1,1980,11,-4,-4,2,0,0,2,0,3,0,0,0,-4,1
7681,0,2,1980,8,-4,-4,2,0,0,5,0,5,0,0,0,-4,2
7682,0,2,1982,1,-4,-4,2,0,0,4,-5,3,0,0,1,-4,0
7683,0,2,1980,-4,-4,-4,2,0,-5,1,0,4,1,2,0,-4,1
7684,0,2,1980,1,-4,-4,1,-2,0,5,-2,3,0,0,0,-4,0
7685,1,2,1980,2,-4,-4,1,0,0,5,0,6,0,0,0,-4,1
7686,1,2,1983,2,0,-4,1,0,0,4,0,7,0,0,0,-4,0
7687,1,2,1984,2,1,-4,1,0,0,4,0,6,0,0,0,1,3
7688,0,2,1982,2,-4,-4,1,0,0,6,0,4,0,1,0,-4,0
7689,0,2,1982,-4,-4,-4,1,0,-5,4,0,6,0,1,0,-4,1
7690,1,2,1982,1,-4,-4,2,0,0,-5,-5,-5,-5,-5,-5,-4,0
7691,0,1,1982,-4,-4,-4,2,0,-5,3,0,3,0,0,1,-4,0
7692,0,2,1980,2,-4,-4,1,0,0,1,-5,3,0,0,0,-4,1
7693,0,1,1983,2,-4,0,1,0,0,-5,-5,4,0,0,0,1,3
7694,0,2,1983,11,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
7695,1,2,1983,2,0,-4,1,0,0,2,-5,-5,-5,-5,-5,-4,2
7696,0,1,1981,-4,-4,-4,1,0,0,4,0,5,0,0,0,-4,0
7697,0,2,1982,-4,-4,-4,1,0,-5,-5,0,6,0,0,3,-4,1
7698,0,2,1980,2,-4,-4,1,0,0,4,-2,2,0,0,0,-4,0
7699,0,1,1983,2,-4,-4,1,0,0,1,0,3,0,0,0,-4,2
7700,0,1,1981,13,-4,-4,1,0,-5,3,0,-5,-5,-5,-5,-4,0
7701,0,2,1983,13,0,-4,1,-5,0,7,0,1,3,3,3,-4,-3
7702,0,2,1982,-4,-4,-4,2,0,0,3,0,3,0,0,0,-4,1
7703,1,1,1983,-4,-4,-4,2,0,0,3,0,-5,-5,-5,-5,-4,1
7704,0,1,1981,-4,-4,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
7705,0,2,1984,1,-4,-4,2,-5,-5,-5,-5,1,1,0,1,-4,1
7706,0,1,1981,5,-4,-4,2,-5,-5,-5,-5,3,0,0,0,-4,0
7707,0,2,1984,2,0,-4,1,0,0,5,-5,1,0,0,0,1,3
7708,0,2,1984,2,1,-4,1,0,-5,-5,-5,-5,-5,-5,-5,-4,0
7709,0,2,1980,2,-4,-4,1,0,0,5,0,1,0,0,0,-4,0
7710,1,1,1984,3,-4,0,1,0,0,5,0,2,0,0,0,-4,0
7711,0,2,1981,2,-4,-4,1,0,0,3,0,-5,-5,-5,-5,-4,0
7712,0,1,1980,3,-4,-4,1,-5,-5,4,0,4,0,1,0,-4,1
7713,0,2,1980,2,-4,-4,1,0,0,2,0,4,0,1,0,-4,0
7714,0,1,1981,21,-4,-4,1,0,0,6,0,3,2,1,1,-4,1
7715,0,2,1982,21,-4,-4,1,0,0,5,0,4,0,0,0,-4,1
7716,0,2,1982,2,-4,-4,1,0,0,4,0,3,1,3,0,1,3
7717,0,2,1980,10,-4,-4,1,0,0,5,0,3,0,0,0,-4,1
7718,0,1,1980,2,-4,-4,1,0,0,-5,-5,-5,-5,-5,-5,-4,0
7719,0,2,1983,12,0,-4,1,0,0,2,0,3,0,0,1,-4,0
7720,0,2,1984,12,0,-4,1,0,-2,-5,-5,-5,-5,-5,-5,-4,1
7721,0,1,1980,2,-4,-4,1,0,0,7,0,3,0,2,0,-4,0
7722,0,1,1982,2,-4,-4,1,0,0,3,0,1,0,0,0,-4,0
7723,0,1,1983,2,-4,0,1,0,-5,5,-5,3,0,0,0,-4,1
7724,0,2,1983,2,0,-4,1,0,0,3,0,4,1,1,1,-4,0
7725,0,1,1981,11,-4,-4,1,1,0,7,-5,2,1,3,3,-4,1
7726,0,1,1983,11,-4,1,1,0,0,6,0,2,0,3,1,-4,1
7727,0,1,1982,2,-4,-4,1,0,0,2,0,2,0,0,0,-4,0
7728,0,2,1983,2,0,-4,1,0,1,5,1,5,0,0,0,-4,0
7729,0,1,1982,2,-4,-4,1,0,0,3,-5,1,1,1,1,-4,0
7730,0,2,1982,2,-4,-4,1,0,0,5,0,1,1,0,0,1,1
7731,0,1,1982,2,-4,-4,1,0,0,3,0,4,0,0,0,-4,0
7732,0,2,1984,2,0,-4,1,0,0,5,0,4,0,0,0,1,1
7733,0,1,1980,10,-4,-4,1,0,0,7,0,2,0,0,1,-4,0
7734,0,2,1982,10,-4,-4,1,0,0,7,0,1,0,1,0,-4,0
7735,0,1,1984,10,-4,2,1,0,0,6,1,1,0,3,0,-4,2
7736,0,2,1984,2,0,-4,1,0,0,5,0,3,0,1,0,-4,0
7737,0,1,1982,27,-4,-4,1,0,0,1,0,-5,-5,-5,-5,-4,1
7738,1,2,1981,2,-4,-4,1,0,0,6,0,6,0,0,1,-4,0
7739,1,1,1983,-4,-4,-4,1,0,0,4,0,3,0,0,0,1,3
7740,0,2,1982,2,-4,-4,1,0,0,2,0,8,0,0,0,-4,0
7741,0,2,1982,3,-4,-4,1,0,-5,5,0,4,0,0,0,-4,1
7742,0,1,1980,2,-4,-4,1,0,0,5,0,1,0,3,1,-4,0
7743,0,2,1981,2,-4,-4,1,0,0,1,0,2,0,0,0,-4,0
7744,0,1,1981,27,-4,-4,1,0,0,2,0,-5,-5,-5,-5,-4,0
7745,0,1,1981,2,-4,-4,1,0,0,1,0,3,0,1,1,-4,0
7746,0,1,1982,2,-4,-4,1,0,0,2,0,3,0,3,0,-4,0
7747,0,1,1981,2,-4,-4,1,1,0,7,0,1,1,2,2,-4,0
7748,0,1,1984,2,-4,0,1,0,0,7,0,2,1,1,0,-4,2
7749,1,1,1983,2,-4,1,1,0,0,3,0,8,0,0,0,1,1
7750,1,1,1980,2,-4,-4,1,0,0,-5,0,3,0,1,0,-4,0
7751,1,1,1982,2,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
7752,1,1,1984,2,-4,1,1,-5,0,-5,-5,3,0,1,0,-4,0
7753,1,1,1980,2,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
7755,1,1,1981,2,-4,-4,1,0,0,7,0,1,0,0,0,-4,0
7756,1,2,1982,2,-4,-4,1,0,0,3,0,4,0,2,0,-4,1
7757,0,1,1981,3,-4,-4,1,0,0,2,0,3,0,0,0,-4,0
7758,0,2,1982,11,-4,-4,1,0,0,7,0,-5,-5,-5,-5,1,3
7759,0,1,1983,2,-4,0,1,0,0,1,0,-5,-5,-5,-5,-4,0
7760,0,1,1980,2,-4,-4,1,0,0,3,0,-5,-5,-5,-5,-4,-3
7761,0,1,1982,2,-4,-4,1,0,0,7,0,3,0,0,0,-4,1
7762,0,2,1983,2,0,-4,1,0,0,5,0,3,0,1,0,1,1
7763,0,1,1984,2,-4,0,1,0,0,7,-5,1,0,0,0,-4,0
7764,1,2,1984,10,0,-4,1,0,0,4,0,6,0,1,2,-4,0
7765,1,2,1981,11,-4,-4,1,0,0,2,0,4,0,0,0,1,3
7766,1,2,1983,11,-4,-4,1,0,0,1,0,5,0,2,0,-4,1
7767,0,2,1983,2,0,-4,1,-5,0,1,0,3,0,1,0,1,1
7768,0,1,1980,-4,-4,-4,1,0,0,4,1,3,0,2,0,-4,1
7769,0,2,1980,2,-4,-4,1,0,0,1,0,1,0,0,0,-4,0
7770,0,2,1981,2,-4,-4,1,0,0,2,0,6,0,1,1,1,3
7771,0,1,1982,2,-4,-4,1,0,0,4,0,2,0,0,0,-4,1
7772,0,1,1981,2,-4,-4,1,0,0,2,0,6,0,3,0,-4,0
7773,0,2,1981,24,-4,-4,1,0,0,1,0,-5,-5,-5,-5,-4,1
7774,0,2,1981,11,-4,-4,1,0,0,5,1,3,0,1,0,1,3
7775,0,1,1980,2,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
7776,0,1,1981,2,-4,-4,1,0,0,1,1,-5,-5,-5,-5,-4,0
7777,0,2,1981,2,-4,-4,1,0,0,2,0,3,1,3,1,-4,1
7778,0,1,1982,2,-4,-4,1,0,0,5,-5,-5,-5,-5,-5,-4,0
7779,0,1,1983,2,-4,0,1,0,0,3,0,5,0,0,0,-4,1
7780,1,2,1981,3,-4,-4,1,-5,0,7,0,6,2,1,1,1,3
7781,1,2,1981,2,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
7782,1,2,1982,2,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
7783,1,1,1980,2,-4,-4,1,-5,-5,-5,-5,3,0,0,0,-4,1
7784,1,1,1984,2,-4,0,1,0,0,2,0,3,0,0,0,-4,0
7785,0,1,1983,10,-4,1,1,0,-5,-5,-5,-5,-5,-5,-5,-4,0
7786,0,1,1981,2,-4,-4,1,0,0,2,0,6,0,1,0,-4,1
7787,0,2,1983,2,0,-4,1,0,0,2,0,5,0,0,0,-4,0
7788,0,1,1982,3,-4,-4,1,-5,-5,-5,0,1,3,1,3,-4,0
7789,1,1,1981,2,-4,-4,1,-5,-5,-5,-5,5,0,0,0,-4,1
7790,0,1,1981,-4,-4,-4,1,0,0,3,1,3,0,0,0,-4,0
7791,1,1,1982,2,-4,-4,1,0,-5,5,-5,4,0,0,0,-4,0
7792,0,2,1983,1,1,-4,1,1,0,5,1,-5,-5,-5,-5,-4,0
7793,0,2,1984,1,1,-4,1,1,0,3,-5,-5,-5,-5,-5,-4,0
7794,1,2,1984,2,0,-4,1,0,0,1,0,4,0,0,0,-4,0
7795,0,2,1980,10,-4,-4,1,0,0,1,0,6,0,0,1,-4,1
7796,0,1,1980,3,-4,-4,1,0,0,5,0,3,-1,-1,-1,-4,1
7797,0,1,1981,3,-4,-4,1,0,0,-5,0,1,0,0,0,1,3
7798,0,2,1983,3,0,-4,1,0,0,5,0,4,0,3,0,-4,0
7799,0,1,1984,3,-4,0,1,0,0,1,0,4,0,0,0,-4,1
7800,1,1,1980,2,-4,-4,1,-5,0,1,0,3,0,1,0,-4,0
7801,0,2,1983,2,1,-4,1,0,0,3,1,2,0,0,0,-4,2
7802,0,1,1980,2,-4,-4,1,0,0,1,0,3,0,0,0,-4,0
7803,0,1,1981,2,-4,-4,1,0,0,3,0,4,0,0,0,1,1
7804,0,2,1983,2,0,-4,1,0,0,5,0,3,0,2,2,-4,0
7805,0,1,1982,2,-4,-4,1,0,0,2,-5,3,0,0,0,-4,1
7806,1,1,1980,3,-4,-4,1,-5,0,1,0,5,0,0,0,-4,1
7807,0,1,1980,2,-4,-4,1,0,0,1,0,5,0,0,0,-4,1
7808,0,1,1982,2,-4,-4,1,0,0,7,0,3,0,1,0,-4,0
7809,0,2,1980,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
7810,0,1,1984,-4,-4,-4,1,0,0,1,0,4,0,1,0,1,1
7811,1,2,1984,2,0,-4,1,0,0,5,0,3,0,0,0,-4,0
7812,0,1,1981,2,-4,-4,1,0,0,4,1,3,0,0,0,-4,1
7813,0,2,1983,2,0,-4,1,0,0,4,0,4,0,0,0,-4,0
7814,0,2,1980,2,-4,-4,1,0,0,1,0,4,0,0,0,-4,0
7815,0,2,1983,2,0,-4,1,0,0,7,0,3,0,0,0,-4,0
7816,0,2,1980,2,-4,-4,1,0,0,5,0,2,0,0,0,-4,0
7817,0,2,1981,2,-4,-4,1,0,0,1,0,3,0,0,0,-4,0
7818,0,1,1981,2,-4,-4,1,0,0,2,0,5,0,0,0,-4,1
7819,0,2,1980,2,-4,-4,1,0,0,5,0,2,0,0,0,1,3
7820,1,1,1982,2,-4,-4,1,1,1,2,0,2,0,3,0,-4,1
7821,0,1,1981,2,-4,-4,1,-5,0,5,0,3,0,0,0,-4,0
7822,1,1,1983,2,-4,0,1,1,1,4,0,3,0,1,0,-4,-3
7823,0,2,1981,2,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
7824,0,2,1981,2,-4,-4,1,-5,0,1,0,4,0,2,0,-4,0
7825,1,1,1981,2,-4,-4,1,0,0,2,0,5,0,0,0,-4,1
7826,0,2,1980,2,-4,-4,1,0,0,2,0,4,0,2,0,-4,0
7827,0,1,1984,2,-4,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
7828,0,2,1983,2,0,-4,1,0,0,5,0,4,1,1,1,-4,0
7829,0,2,1981,11,-4,-4,1,-5,0,3,-5,4,0,0,0,-4,1
7830,0,2,1981,7,-4,-4,1,0,0,5,0,4,0,0,0,-4,0
7831,0,1,1982,7,-4,-4,1,0,0,7,0,1,0,0,0,-4,0
7832,0,1,1984,2,-4,0,1,0,0,2,0,3,0,0,0,3,1
7833,0,1,1980,2,-4,-4,1,0,-5,-5,-5,3,0,1,0,-4,0
7834,0,1,1981,11,-4,-4,1,0,0,1,-5,1,0,0,0,-4,0
