"R0000100","R0532200","R0536300","R0536402","R0552200","R0690800","R0691200","R1482600","S1249300","T1067500","T3162503","T9110400","U3572700","U4370902","U4370904","U4370905","Z9073400","Z9149100"
1762,0,1,1981,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
1763,0,1,1983,-4,-4,-4,1,0,0,-5,0,2,1,2,1,1,3
1764,0,1,1980,2,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
1765,0,1,1983,10,-4,0,4,0,0,1,0,3,0,0,1,-4,1
1766,1,1,1982,4,-4,-4,4,0,0,3,0,2,0,2,1,-4,0
1767,0,1,1983,4,-4,1,4,1,0,4,0,1,2,3,0,-4,0
1768,0,1,1980,5,-4,-4,1,0,0,2,0,3,0,0,0,-4,1
1769,0,2,1981,5,-4,-4,1,0,0,5,0,6,0,0,0,-4,0
1770,0,1,1981,2,-4,-4,2,0,0,2,-2,3,0,1,0,-4,0
1771,0,1,1980,1,-4,-4,4,0,0,4,0,5,0,0,0,-4,1
1772,1,2,1982,25,-4,-4,4,0,0,2,0,5,0,0,0,-4,1
1773,1,2,1984,25,-4,-4,4,0,0,2,0,6,0,0,0,-4,1
1774,1,2,1984,1,-4,-4,4,0,0,1,-5,-5,-5,-5,-5,-4,0
1775,1,1,1980,-4,-4,-4,4,0,0,2,0,3,0,0,0,-4,1
1776,1,2,1980,5,-4,-4,4,1,0,4,1,5,0,0,0,-4,1
1777,1,1,1981,1,-4,-4,4,-5,0,2,0,1,1,1,0,-4,1
1778,1,1,1983,-2,-4,1,4,0,0,4,0,4,0,0,0,-4,1
1779,1,1,1984,-2,-4,1,4,0,0,5,0,4,1,0,0,-4,0
1780,1,2,1983,2,-4,-4,4,1,-5,7,0,5,1,1,1,1,3
1781,1,2,1983,12,0,-4,2,0,0,1,-5,-5,-5,-5,-5,-4,0
1782,0,2,1980,-4,-4,-4,4,-5,0,1,0,5,0,1,0,-4,1
1783,1,2,1981,11,-4,-4,4,0,0,2,0,5,0,0,0,-4,1
1784,1,2,1983,1,1,-4,4,0,0,5,0,6,0,2,1,-4,0
1785,1,2,1983,2,0,-4,4,0,1,4,0,2,0,0,0,-4,2
1786,1,2,1980,1,-4,-4,1,0,0,2,0,5,0,0,0,1,3
1787,1,1,1984,1,-4,0,1,0,0,7,1,1,0,1,0,-4,0
1788,1,1,1982,2,-4,-4,1,0,0,3,-5,-5,-5,-5,-5,-4,0
1789,1,2,1983,2,0,-4,1,0,0,3,0,1,0,0,0,1,3
1790,0,1,1980,2,-4,-4,1,0,0,4,0,3,0,0,0,-4,2
1791,0,1,1982,2,-4,-4,1,0,0,3,0,2,0,3,2,-4,1
1792,1,2,1980,10,-4,-4,1,0,-5,-5,-5,-5,-5,-5,-5,-4,0
1793,1,2,1983,2,1,-4,1,-5,0,5,0,4,0,0,0,-4,1
1794,1,1,1983,2,-4,1,1,-5,0,1,0,3,0,0,0,-4,1
1795,0,1,1981,2,-4,-4,1,0,0,2,0,3,0,0,0,-4,1
1796,0,2,1981,1,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
1797,1,1,1983,13,-4,0,4,0,0,1,0,5,0,0,0,-4,1
1798,1,2,1983,3,1,-4,4,0,1,7,0,3,3,3,1,-4,0
1799,1,1,1984,3,-4,0,4,0,-5,-5,1,3,0,0,0,-4,1
1800,0,2,1981,2,0,-4,4,0,0,6,1,5,0,0,0,-4,1
1801,1,2,1980,-4,-4,-4,4,0,0,3,0,3,1,1,1,1,2
1802,1,1,1983,1,-4,1,4,0,-5,-5,0,5,2,1,2,1,1
1803,1,1,1980,-4,-4,-4,4,0,0,3,0,-5,-5,-5,-5,-4,1
1804,1,2,1983,13,0,-4,4,0,0,5,0,4,0,1,0,-4,0
1805,0,1,1984,3,-4,0,1,0,0,5,0,6,0,1,0,-4,0
1806,1,2,1984,1,0,-4,4,0,0,-5,-5,-5,-5,-5,-5,-4,0
1807,0,1,1981,13,-4,-4,4,-5,0,2,0,-5,-5,-5,-5,-4,1
1808,0,1,1984,13,-4,0,4,0,0,3,0,5,0,1,0,-4,1
1809,1,1,1981,21,-4,-4,4,0,0,4,0,6,0,2,0,-4,1
1810,1,1,1983,21,-4,0,4,0,0,2,0,6,0,0,0,-4,0
1811,1,1,1984,21,-4,0,4,0,0,3,0,6,0,0,0,-4,0
1812,1,2,1983,3,0,-4,4,0,0,6,0,6,0,2,0,-4,0
1813,0,1,1981,1,-4,-4,4,0,0,3,1,3,0,0,0,-4,1
1814,0,2,1983,1,0,-4,4,0,0,3,1,3,0,0,0,-4,1
1815,1,1,1980,1,-4,-4,4,0,0,1,0,5,0,0,0,-4,1
1816,1,1,1980,1,-4,-4,2,0,0,2,0,3,0,1,0,-4,1
1817,1,1,1983,2,-4,0,4,0,1,3,0,5,0,0,0,-4,1
1818,1,2,1983,2,0,-4,1,0,0,7,0,3,0,0,0,-4,-3
1819,0,1,1981,1,-4,-4,4,0,0,6,0,4,0,0,0,1,1
1820,0,1,1981,16,-4,-4,4,0,0,2,0,5,0,0,0,-4,0
1821,0,2,1980,4,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
1822,0,2,1980,4,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
1823,0,1,1984,1,-4,1,4,0,0,6,0,4,0,0,0,-4,1
1824,1,2,1982,12,-4,-4,4,0,1,2,0,5,0,0,0,-4,1
1825,1,1,1984,1,-4,0,4,1,0,5,0,5,0,1,1,-4,1
1826,1,1,1981,1,-4,-4,4,0,0,5,0,6,0,0,0,1,1
1827,1,1,1982,1,-4,-4,4,0,0,2,0,4,0,1,0,-4,1
1828,1,1,1983,1,-4,1,4,0,-5,2,0,5,0,3,0,-4,0
1829,1,2,1983,5,0,-4,4,-2,0,5,0,5,3,0,0,-4,0
1830,0,1,1980,1,-4,-4,4,0,0,5,0,6,0,2,2,-4,1
1831,0,1,1983,1,-4,0,4,0,0,4,0,5,0,0,1,-4,1
1832,0,1,1984,1,-4,2,4,-5,0,5,0,3,0,0,1,-4,0
1833,1,2,1983,1,0,-4,4,0,0,1,0,4,0,0,0,-4,0
1834,1,1,1983,1,-4,0,4,0,0,4,0,4,1,1,0,-4,0
1835,1,2,1981,-4,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,1
1836,0,1,1982,1,-4,0,4,0,-5,-5,-5,3,0,0,0,-4,0
1837,1,2,1981,7,-4,-4,4,0,0,1,0,5,0,1,0,-4,1
1838,0,1,1981,4,-4,-4,4,0,0,6,0,3,3,2,2,-4,0
1839,1,2,1980,4,-4,-4,1,0,0,1,0,3,0,0,0,-4,1
1840,1,2,1982,4,-4,-4,1,0,0,3,0,5,0,1,0,-4,0
1841,1,2,1984,4,1,-4,1,0,0,5,0,5,2,3,1,-4,0
1842,0,1,1984,2,-4,0,1,0,0,7,0,1,0,2,2,-4,0
1843,1,1,1982,-4,-4,-4,4,0,-5,-5,0,4,0,0,0,1,3
1844,1,2,1983,-4,-4,-4,4,0,0,5,0,-5,-5,-5,-5,-4,0
1845,0,1,1983,2,-4,0,1,0,0,7,0,2,0,0,0,-4,0
1846,0,2,1984,2,0,-4,1,0,0,6,0,3,1,1,1,-4,0
1847,0,1,1983,1,-4,0,1,0,0,1,0,5,2,2,2,-4,0
1848,0,2,1980,27,-4,-4,3,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
1849,0,1,1980,2,-4,-4,1,0,0,3,0,2,0,0,0,-4,0
1850,1,2,1981,2,-4,-4,1,0,-5,-5,-5,-5,-5,-5,-5,-4,0
1851,1,1,1982,-4,-4,-4,1,0,1,4,0,4,0,0,0,1,3
1852,1,1,1980,27,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
1853,1,1,1981,13,-4,-4,1,0,-5,1,0,-5,-5,-5,-5,-4,1
1854,0,1,1980,4,-4,-4,4,1,0,6,0,3,0,2,1,-4,1
1855,1,2,1980,4,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
1856,1,2,1981,2,-4,-4,4,0,0,3,0,6,0,0,0,-4,1
1857,1,1,1984,2,-4,0,4,0,0,5,0,5,0,0,0,-4,1
1858,1,2,1981,12,0,-4,4,0,0,1,0,8,0,0,0,-4,0
1859,1,1,1981,1,-4,-4,4,-5,-5,-5,-5,4,0,0,0,1,3
1860,1,2,1980,1,-4,-4,4,0,0,2,0,5,0,0,0,-4,1
1861,1,1,1981,1,-4,-4,4,0,0,1,0,3,0,1,0,-4,1
1862,1,2,1984,1,1,-4,4,0,0,2,0,8,0,0,0,-4,1
1863,1,2,1981,1,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1864,1,2,1981,4,-4,-4,4,0,0,1,0,5,0,1,0,-4,1
1865,1,2,1981,1,-4,-4,4,0,0,7,0,-5,-5,-5,-5,-4,1
1866,0,2,1982,4,-4,-4,4,0,0,-5,0,3,3,3,1,-4,0
1867,1,1,1982,2,-4,-4,3,0,0,6,0,4,0,0,0,-4,0
1868,1,1,1984,-4,-4,-4,3,0,0,1,0,5,0,1,0,-4,1
1869,0,1,1983,4,-4,1,3,1,1,2,0,2,2,3,2,1,1
1870,0,2,1984,-4,-4,-4,3,1,1,5,1,3,0,0,0,-4,0
1871,0,1,1983,2,-4,0,3,0,0,5,0,3,0,2,0,-4,0
1872,0,1,1981,1,-4,-4,2,0,1,7,0,2,0,0,0,-4,0
1873,1,1,1980,2,-4,-4,4,0,0,4,0,3,0,1,0,1,1
1874,1,2,1982,2,-4,-4,4,0,0,3,0,4,0,1,0,-4,1
1875,0,2,1984,-4,-4,-4,4,0,0,6,-5,3,2,2,2,1,3
1876,1,2,1981,4,-4,-4,4,0,0,-5,0,3,3,3,3,-4,0
1877,1,2,1981,1,-4,-4,4,0,0,5,0,1,3,2,1,-4,1
1878,1,1,1984,1,-4,1,4,0,0,4,0,3,0,0,0,1,3
1879,0,1,1983,4,-4,0,4,-5,0,4,0,1,0,0,0,-4,0
1880,0,2,1982,1,-4,-4,4,0,0,2,0,6,0,1,1,-4,1
1881,0,1,1980,3,-4,-4,3,-5,0,3,0,1,2,3,0,-4,0
1882,1,1,1981,1,-4,-4,4,0,0,6,0,4,2,2,2,-4,1
1883,1,2,1984,1,1,-4,4,0,0,2,0,5,0,1,0,-4,1
1884,1,2,1980,3,-4,-4,4,0,0,2,0,7,0,0,0,1,3
1885,1,1,1983,3,-4,0,4,0,0,5,0,6,0,1,0,-4,1
1886,1,1,1984,4,-4,0,4,0,0,6,0,3,0,3,0,-4,0
1887,1,1,1984,12,-4,0,4,0,0,-1,-5,-5,-5,-5,-5,-4,0
1888,0,1,1984,4,-4,0,4,0,0,1,0,3,0,1,0,-4,1
1889,1,2,1981,4,-4,-4,4,-5,-5,-5,-5,5,0,0,1,-4,1
1890,1,1,1983,4,-4,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
1891,1,1,1984,4,-4,1,4,1,-5,-5,-5,-5,-5,-5,-5,-4,0
1892,1,1,1981,1,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
1893,1,2,1982,1,-4,-4,4,0,0,2,0,5,2,3,2,-4,1
1894,0,2,1980,5,-4,-4,4,0,0,3,0,3,1,3,1,-4,2
1895,0,1,1983,5,-4,0,4,0,0,2,0,3,0,0,0,-4,0
1896,0,1,1982,4,-4,-4,4,0,0,1,0,2,1,0,1,-4,0
1897,1,2,1982,5,-4,-4,4,0,0,3,0,5,0,0,0,-4,1
1898,1,2,1984,5,0,-4,4,0,0,1,0,5,0,0,0,-4,1
1899,1,2,1982,23,-4,-4,4,0,0,3,-5,-5,-5,-5,-5,-4,0
1900,1,2,1983,23,0,-4,4,0,0,1,0,3,0,1,0,-4,1
1901,0,2,1980,3,-4,-4,4,0,0,6,0,3,2,3,1,1,1
1902,0,1,1984,3,-4,0,4,0,0,7,0,5,0,0,0,-4,1
1903,0,2,1981,4,-4,-4,4,0,0,2,0,5,2,1,2,-4,0
1904,0,1,1983,4,-4,0,2,0,0,2,0,5,0,0,0,1,1
1905,1,1,1981,5,-4,-4,4,0,0,1,0,3,0,0,0,-4,1
1906,0,2,1980,4,-4,-4,4,-5,0,2,-5,-5,-5,-5,-5,-4,0
1907,0,1,1983,4,-4,0,4,-5,-5,-5,0,3,0,0,0,-4,1
1908,0,2,1981,27,-4,-4,4,1,0,5,0,5,0,2,0,-4,1
1909,0,2,1984,27,1,-4,4,1,0,2,0,5,0,0,0,-4,1
1910,1,1,1980,1,-4,-4,4,0,0,7,0,3,0,0,0,-4,1
1911,1,1,1982,1,-4,-4,4,0,0,1,0,3,0,0,0,-4,0
1912,0,2,1982,3,-4,-4,4,1,0,4,0,3,0,3,0,-4,1
1913,0,2,1981,5,-4,-4,4,0,0,6,0,-5,-5,-5,-5,-4,1
1914,0,1,1980,1,-4,-4,2,1,0,4,0,4,0,0,0,-4,1
1915,0,1,1983,11,-4,0,1,1,0,7,-5,-5,-5,-5,-5,-4,0
1916,0,2,1983,1,0,-4,4,0,0,5,0,2,1,0,1,-4,1
1917,0,2,1982,27,-4,-4,4,0,0,2,-5,-5,-5,-5,-5,-4,1
1918,1,1,1982,18,-4,-4,4,0,0,3,0,5,0,0,0,-4,1
1919,1,1,1983,18,-4,1,4,0,0,2,0,8,0,0,0,-4,1
1920,0,1,1982,5,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
1921,0,2,1983,7,0,-4,4,0,0,2,0,-5,-5,-5,-5,1,3
1922,0,1,1984,7,-4,0,4,0,-5,4,-5,-5,-5,-5,-5,1,3
1923,0,2,1981,18,-4,-4,4,0,0,1,1,5,0,0,0,-4,1
1924,1,2,1983,18,0,-4,4,0,1,3,1,4,0,1,0,1,1
1925,0,1,1980,3,-4,-4,4,0,0,2,0,6,2,0,2,-4,1
1926,0,2,1980,1,-4,-4,2,0,0,-5,0,-5,-5,-5,-5,1,1
1927,0,1,1980,1,-4,-4,2,0,0,3,-5,1,0,0,0,-4,0
1928,0,2,1981,1,-4,-4,2,0,0,5,0,1,0,0,0,1,3
1929,0,1,1983,1,-4,0,2,0,0,5,0,3,0,0,0,-4,0
1930,0,2,1984,1,1,-4,2,0,0,4,0,2,0,0,0,-4,1
1931,0,1,1982,4,-4,-4,4,0,0,2,0,5,1,3,0,1,1
1932,0,2,1981,27,-4,-4,4,0,0,3,0,5,0,0,0,-4,1
1933,0,1,1981,1,-4,-4,4,0,1,2,1,8,0,0,0,1,1
1934,0,2,1981,1,-4,-4,4,0,0,1,0,2,0,0,0,-4,0
1935,0,1,1980,11,-4,-4,4,0,0,5,0,2,2,3,2,-4,0
1936,1,1,1983,1,-4,0,2,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
1937,0,1,1980,1,-4,0,2,0,0,6,0,6,2,0,1,-4,1
1938,0,1,1981,1,-4,0,2,0,0,1,0,6,0,1,0,-4,1
1939,0,2,1981,23,-4,-4,2,0,0,5,0,-5,-5,-5,-5,-4,1
1940,1,2,1982,1,-4,-4,2,0,0,5,-5,3,0,0,0,-4,0
1941,0,2,1980,1,-4,-4,2,0,0,7,0,1,0,1,0,-4,0
1942,0,2,1983,1,1,-4,2,0,0,3,0,5,0,0,0,-4,1
1943,1,1,1981,1,-4,-4,4,0,0,1,0,5,0,1,0,-4,1
1944,1,1,1984,1,-4,0,4,0,0,1,0,-5,-5,-5,-5,-4,0
1945,0,1,1980,2,-4,-4,1,0,-1,6,0,3,0,0,0,-4,0
1946,0,2,1983,12,1,-4,4,-5,-5,-5,-5,3,0,0,0,-4,0
1947,0,2,1983,12,1,-4,4,0,0,4,0,4,0,2,0,-4,1
1948,0,1,1983,2,-4,2,4,0,0,3,0,2,0,0,0,1,1
1949,0,1,1983,12,-4,0,1,0,0,1,0,4,0,0,0,1,3
1950,1,2,1982,1,-4,-4,4,0,1,2,0,3,0,2,0,-4,0
1951,1,1,1982,18,-4,-4,4,0,-5,-5,0,3,0,0,0,-4,1
1952,0,1,1983,11,-4,1,1,-2,0,5,-5,-5,-5,-5,-5,-4,0
1953,1,2,1982,8,-4,-4,2,0,0,5,0,1,0,1,1,-4,0
1954,0,2,1984,2,0,-4,1,-2,0,3,-2,1,0,0,0,-4,0
1955,0,1,1982,13,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
1956,0,2,1982,13,-4,-4,1,0,0,7,0,3,0,1,0,1,3
1957,1,1,1981,1,-4,-4,2,0,0,3,0,-5,-5,-5,-5,-4,0
1958,1,1,1984,1,-4,1,2,-5,-5,-5,0,-5,-5,-5,-5,-4,0
1959,0,2,1980,2,-4,-4,1,0,0,1,0,7,0,0,0,-4,1
1960,1,1,1984,1,-4,0,2,0,0,5,0,3,0,0,0,-4,1
1961,1,1,1984,1,-4,0,2,0,0,4,0,3,0,0,0,-4,0
1962,0,2,1984,4,1,-4,4,0,0,4,0,4,1,0,1,-4,1
1963,1,1,1984,4,-4,1,4,0,0,2,0,-5,-5,-5,-5,-4,1
1964,0,2,1982,1,-4,-4,4,0,0,1,0,5,1,0,0,-4,0
1965,0,1,1982,1,-4,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
1966,0,1,1981,1,-4,-4,2,0,0,2,0,4,0,0,0,-4,1
1967,1,1,1981,1,-4,-4,2,0,0,4,0,3,0,0,0,-4,1
1968,1,1,1983,1,-4,1,2,0,0,4,0,3,0,0,0,-4,1
1969,1,2,1984,1,0,-4,2,0,-5,5,0,5,0,0,0,-4,1
1970,1,1,1984,3,-4,0,3,0,1,3,0,4,1,3,1,1,3
1971,0,2,1980,2,-4,-4,1,0,0,1,0,3,0,2,2,-4,1
1972,0,2,1983,2,0,-4,1,0,0,5,0,5,1,2,2,1,1
1973,1,1,1984,5,-4,0,4,0,0,5,0,4,0,1,0,-4,1
1974,0,1,1984,-4,-4,-4,4,0,0,5,0,3,0,0,0,3,1
1975,1,1,1982,1,-4,1,2,0,0,1,0,3,0,2,0,-4,1
1976,1,1,1984,1,-4,1,2,0,0,1,0,3,0,0,0,-4,1
1977,0,2,1981,2,-4,-4,1,0,0,6,-1,3,2,3,1,-4,0
1978,0,2,1982,-4,-4,-4,2,0,0,1,0,1,3,3,3,-4,0
1979,0,1,1984,1,-4,0,4,0,0,-5,-5,-5,-5,-5,-5,1,1
1980,1,2,1980,1,-4,-4,2,0,0,3,0,1,0,0,0,-4,1
1981,1,1,1981,1,-4,-4,2,0,0,1,-5,4,0,1,1,1,1
1982,1,1,1983,1,-4,0,2,0,0,3,0,5,0,1,0,1,1
1983,1,2,1982,-4,-4,-4,1,0,0,2,0,-5,-5,-5,-5,-4,0
1984,1,2,1984,-4,-4,-4,1,0,0,1,0,5,0,1,0,-4,0
1985,0,1,1980,5,-4,-4,4,-5,0,5,0,5,0,0,0,-4,1
1986,1,2,1983,27,0,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
1987,1,2,1981,1,-4,-4,2,0,0,1,0,1,0,0,0,1,1
1988,0,2,1982,18,-4,-4,4,1,0,-5,-5,4,1,3,1,1,1
1989,0,2,1981,26,-4,-4,4,0,0,2,0,2,0,0,0,-4,0
1990,1,1,1980,5,-4,-4,2,0,0,3,0,5,1,1,0,-4,0
1991,1,2,1983,1,1,-4,2,0,0,1,0,-5,-5,-5,-5,-4,1
1992,0,2,1981,13,0,-4,4,-5,1,4,0,4,0,2,0,1,1
1993,0,1,1983,13,-4,0,4,0,1,4,0,1,0,0,0,-4,0
1994,1,1,1984,17,-4,1,4,0,0,2,0,5,0,0,0,-4,1
1995,1,2,1980,3,0,-4,4,0,0,4,0,-5,-5,-5,-5,-4,1
1996,1,1,1982,3,-4,0,4,0,0,2,-5,-5,-5,-5,-5,-4,0
1997,1,2,1980,-4,-4,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
1998,1,2,1984,-4,-4,-4,2,0,1,3,0,6,0,2,0,-4,0
1999,0,1,1982,2,-4,-4,1,0,-5,-5,-5,-5,-5,-5,-5,-4,0
2000,0,1,1984,2,-4,0,1,0,-5,-5,0,-5,-5,-5,-5,-4,1
2001,1,2,1982,-4,-4,-4,4,0,0,1,0,3,0,1,0,-4,1
2002,1,2,1983,4,0,-4,4,0,0,5,0,2,1,3,1,-4,0
2003,1,1,1983,1,-4,0,4,-5,0,2,-5,-5,-5,-5,-5,-4,1
2004,0,2,1981,4,-4,-4,4,0,0,4,0,4,0,0,0,1,1
2005,0,1,1983,4,-4,1,4,0,0,4,0,2,0,0,1,-4,1
2006,0,1,1982,4,-4,-4,4,0,0,3,0,6,0,0,0,-4,1
2007,0,2,1981,4,-4,-4,4,0,0,7,0,1,3,3,0,-4,1
2008,0,2,1982,4,-4,-4,4,-5,0,6,0,1,3,2,3,-4,0
2009,0,1,1981,1,-4,-4,4,0,0,-5,0,1,0,3,0,-4,1
2010,1,1,1984,1,-4,0,4,0,0,2,0,1,2,0,0,-4,0
2011,0,2,1980,3,-4,-4,4,0,0,-5,-5,3,0,0,0,1,3
2012,0,2,1984,3,-1,-4,4,0,0,6,0,3,1,3,3,-4,0
2013,0,1,1984,2,-4,0,4,0,0,3,0,4,0,0,0,-4,1
2014,0,1,1982,4,-4,-4,4,0,0,6,0,2,0,0,0,-4,0
2015,0,2,1981,2,-4,-4,1,0,-2,3,0,2,3,1,3,-4,0
2016,0,2,1981,2,-4,-4,1,0,1,4,0,3,3,2,3,-4,0
2017,0,2,1981,2,-4,-4,1,0,0,4,1,5,0,0,0,1,3
2018,1,1,1981,3,-4,-4,1,0,0,4,0,3,0,0,0,-4,0
2019,0,1,1981,2,-4,-4,1,0,0,5,0,1,0,0,0,-4,0
2020,0,2,1983,-4,-4,-4,1,0,0,6,0,3,0,1,0,-4,0
2021,0,2,1982,2,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
2022,0,2,1980,13,-4,-4,1,0,-5,3,0,-5,-5,-5,-5,-4,0
2023,0,2,1981,1,-4,-4,1,0,-5,-5,-5,-5,-5,-5,-5,-4,0
2024,0,1,1983,1,-4,0,1,1,0,3,-5,-5,-5,-5,-5,-4,0
2025,1,2,1984,22,0,-4,1,0,0,2,0,4,0,0,0,-4,0
2026,0,2,1983,2,0,-4,1,1,0,5,0,1,0,1,1,-4,2
2027,1,2,1981,27,-4,-4,4,0,0,6,-5,5,0,1,0,1,3
2028,1,2,1983,27,0,-4,4,0,0,5,0,5,0,0,0,-4,1
2029,0,1,1984,3,-4,0,4,0,0,4,0,2,0,1,0,-4,0
2030,0,1,1980,11,-4,-4,1,0,0,2,0,5,0,0,0,-4,1
2031,0,2,1980,3,-4,-4,4,0,-5,3,0,-5,-5,-5,-5,-4,0
2032,0,1,1984,2,-4,1,1,0,-5,4,0,3,0,0,0,-4,0
2033,1,2,1984,3,0,-4,4,0,0,5,0,6,0,1,1,-4,1
2034,1,2,1982,4,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
2035,1,1,1981,-4,-4,-4,4,0,0,5,-5,5,0,0,0,-4,1
2036,1,2,1984,2,0,-4,1,-5,1,5,0,3,0,0,0,-4,0
2037,1,1,1980,2,-4,-4,2,0,0,7,0,5,0,0,0,-4,1
2038,1,2,1982,2,-4,-4,1,0,0,5,-5,3,0,0,0,-4,1
2039,1,2,1984,4,1,-4,4,0,0,3,0,4,0,1,0,-4,0
2040,1,2,1980,1,-4,-4,4,1,0,5,0,8,1,1,1,-4,1
2041,1,1,1983,1,-4,1,4,1,0,5,0,2,2,2,2,-4,0
2042,1,1,1981,5,-4,-4,4,0,0,2,0,5,0,0,0,1,1
2043,1,1,1984,5,-4,0,4,0,0,2,0,5,0,0,0,-4,1
2044,1,2,1980,1,-4,-4,4,-5,0,3,-5,-5,-5,-5,-5,-4,0
2045,1,1,1983,1,-4,0,4,0,-5,3,0,5,0,0,0,1,3
2046,1,1,1980,-4,-4,-4,4,1,0,2,0,5,0,0,0,1,1
2047,1,1,1984,-4,-4,-4,4,1,0,6,0,3,0,0,0,-4,0
2048,0,1,1980,1,-4,-4,4,0,0,-5,-5,6,0,0,0,-4,1
2049,1,1,1982,-4,-4,-4,4,-5,-5,3,0,-5,-5,-5,-5,-4,1
2050,1,1,1981,-4,-4,-4,4,0,0,2,-5,6,0,0,0,-4,1
2051,1,1,1982,-4,-4,-4,4,0,0,1,0,-5,-5,-5,-5,-4,1
2052,0,2,1980,3,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,1
2053,0,2,1982,3,-4,-4,4,-5,-5,-5,-5,6,0,0,0,-4,1
2054,1,1,1981,1,-4,-4,4,-5,0,4,-1,-5,-5,-5,-5,-4,1
2055,1,2,1983,1,0,-4,4,1,1,3,0,6,0,0,0,-4,1
2056,1,2,1984,1,0,-4,4,0,0,2,0,5,0,0,0,-4,0
2057,1,1,1982,19,-4,-4,4,0,0,1,0,5,0,0,0,-4,0
2058,1,1,1984,19,-4,0,4,0,0,-5,-5,-5,-5,-5,-5,-4,0
2059,1,2,1980,2,-4,-4,4,0,0,4,0,6,0,0,0,1,3
2060,1,1,1984,2,-4,0,4,1,-5,3,0,-5,-5,-5,-5,-4,0
2061,1,2,1980,-4,-4,-4,4,0,0,3,0,6,0,0,0,-4,1
2062,1,1,1983,3,-4,0,4,1,1,1,1,6,0,2,0,-4,1
2063,1,2,1981,1,-4,-4,4,0,0,3,0,5,0,1,0,-4,1
2064,1,1,1980,3,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,1
2065,1,1,1983,3,-4,0,4,0,0,1,-5,-5,-5,-5,-5,-4,0
2066,1,2,1981,12,-4,-4,4,0,0,1,0,-5,-5,-5,-5,-4,1
2067,1,2,1983,12,0,-4,4,-5,-5,-5,0,-5,-5,-5,-5,-4,1
2068,0,1,1983,4,-4,0,4,0,0,1,0,5,0,1,0,-4,1
2069,0,2,1984,4,0,-4,4,0,0,6,0,6,1,2,1,-4,0
2070,0,1,1982,1,-4,-4,4,0,0,2,1,8,0,0,0,-4,1
2071,1,1,1983,2,-4,0,4,0,0,2,0,5,0,2,0,-4,1
2072,1,1,1984,1,-4,1,4,0,0,2,0,8,0,1,0,-4,1
2073,0,1,1980,3,-4,-4,4,0,0,3,0,5,0,0,0,-4,0
2074,1,1,1982,1,-4,-4,4,0,0,2,0,6,0,2,0,-4,2
2075,1,2,1982,1,-4,-4,4,0,0,4,0,5,1,2,0,-4,0
2076,0,1,1980,1,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
2077,0,2,1984,1,1,-4,4,0,0,7,0,6,1,1,1,-4,0
2078,1,2,1983,1,0,-4,4,0,0,3,-5,-5,-5,-5,-5,-4,1
2079,1,2,1981,3,-4,-4,4,0,0,2,0,6,0,0,0,-4,1
2080,1,2,1982,3,-4,-4,4,0,0,1,0,5,0,1,0,1,1
2081,1,1,1984,1,-4,1,4,-5,0,2,0,6,0,3,0,-4,0
2082,1,1,1982,8,-4,-4,4,-5,0,-5,-5,-5,-5,-5,-5,-4,0
2083,1,2,1981,1,-4,-4,4,0,0,6,0,5,0,1,0,-4,0
2084,1,2,1982,1,-4,-4,4,0,-5,-5,0,6,0,0,0,-4,1
2085,1,2,1981,1,-4,-4,4,1,-5,-5,-5,-5,-5,-5,-5,-4,0
2086,1,1,1984,1,-4,0,4,1,0,-5,-5,-5,-5,-5,-5,-4,0
2087,1,1,1983,-4,-4,-4,4,0,0,2,0,5,0,0,0,-4,0
2088,0,1,1980,4,-4,-4,4,0,0,3,0,4,1,1,1,-4,1
2089,1,1,1981,1,-4,-4,4,0,0,2,0,6,0,0,0,-4,1
2090,1,2,1983,1,1,-4,4,0,0,4,0,6,0,3,0,-4,1
